Rank	Pos	size	score	Enrichment	pvalue	MutNumber	Tumor
6461	chr10:100183510-100187745	4235	1000	73.97804	500.19159	0	DHL
6462	chr6:63571732-63575305	3573	1000	43.06204	500.16806	0	DHL
6463	chr21:43718244-43721649	3405	1000	37.37964	500.10223	0	DHL
6464	chr20:63625477-63626964	1487	1000	45.60007	499.95499	0	DHL
6465	chr2:237690759-237691977	1218	1000	48.42300	499.92639	0	DHL
6466	chr21:41879255-41880668	1413	1000	48.42300	499.92639	0	DHL
6467	chr11:119106437-119109335	2898	1000	70.43343	499.89169	0	DHL
6468	chr14:59481635-59486230	4595	1000	34.44558	499.84814	0	DHL
6469	chr11:62753140-62755095	1955	1000	39.38422	499.78625	0	DHL
647	chr5:135030708-135035221	4513	1000	67.89469	776.96198	0	DHL
6470	chr3:188152697-188155225	2528	1000	39.38422	499.78625	0	DHL
6471	chr3:150702961-150704798	1837	1000	35.82863	499.77841	0	DHL
6472	chr3:97763752-97766103	2351	1000	35.82863	499.77841	0	DHL
6473	chr10:87860241-87869610	9369	1000	74.37711	499.72983	0	DHL
6474	chrX:7145589-7149752	4163	1000	73.13023	499.54944	0	DHL
6475	chr2:96856103-96859141	3038	1000	41.54850	499.38632	0	DHL
6476	chr6:29964314-29966762	2448	1000	48.27568	499.36316	0	DHL
6477	chr16:53129645-53132684	3039	1000	55.54723	499.36066	0	DHL
6478	chr15:90934458-90937020	2562	1000	39.77196	499.32443	0	DHL
6479	chr13:49689461-49692257	2796	1000	47.60826	499.29129	0	DHL
648	chr16:71893969-71897355	3386	1000	66.77686	776.82074	0	DHL
6480	chr7:7967439-7969555	2116	1000	47.60826	499.29129	1	DHL
6481	chr17:4709133-4712014	2881	1000	46.96576	499.26425	0	DHL
6482	chr11:66743659-66746176	2517	1000	39.03619	499.24551	0	DHL
6483	chr16:29610983-29614060	3077	1000	65.89657	499.12741	0	DHL
6484	chr1:178541649-178546426	4777	1000	43.08723	499.07089	0	DHL
6485	chr22:24010742-24013145	2403	1000	30.93260	498.90805	0	DHL
6486	chr1:154960355-154963312	2957	1000	40.17135	498.88596	0	DHL
6487	chr16:89686237-89688307	2070	1000	40.17135	498.88596	0	DHL
6488	chr16:28923407-28926332	2925	1000	40.92173	498.87219	0	DHL
6489	chr2:162315626-162319867	4241	1000	40.92173	498.87219	0	DHL
649	chr20:33811215-33813753	2538	1000	57.16857	776.56293	0	DHL
6490	chr1:224356501-224358525	2024	1000	42.46983	498.75534	0	DHL
6491	chr16:67832594-67834469	1875	1000	42.95330	498.48392	0	DHL
6492	chr2:69641000-69645679	4679	1000	42.95330	498.48392	0	DHL
6493	chr12:122022414-122025398	2984	1000	51.08741	498.37225	13	DHL
6494	chr15:49619826-49622474	2648	1000	51.08741	498.37225	0	DHL
6495	chr14:88384833-88386669	1836	1000	59.41700	498.25504	0	DHL
6496	chr6:157018901-157022904	4003	1000	54.41518	498.24411	0	DHL
6497	chr3:25661720-25666301	4581	1000	43.45299	498.24359	0	DHL
6498	chr17:50146537-50152701	6164	1000	45.48225	498.24155	0	DHL
6499	chr20:18587206-18590158	2952	1000	45.48225	498.24155	0	DHL
65	chr7:100099617-100103024	3407	1000	52.34168	893.83215	0	DHL
650	chr1:27321603-27323795	2192	1000	58.02285	776.53656	0	DHL
6500	chr1:151345659-151348239	2580	1000	35.74453	498.18600	0	DHL
6501	chr1:84076677-84079210	2533	1000	48.29490	498.18179	0	DHL
6502	chr3:132722846-132723565	719	1000	51.38083	498.13977	0	DHL
6503	chr6:42928238-42931665	3427	1000	38.10191	498.05496	0	DHL
6504	chr19:17305672-17307255	1583	1000	31.94133	497.89777	0	DHL
6505	chr11:65779494-65781771	2277	1000	48.83925	497.73154	0	DHL
6506	chr11:83677642-83683425	5783	1000	27.40137	497.72580	0	DHL
6507	chr2:9842531-9845233	2702	1000	41.44489	497.72021	0	DHL
6508	chr9:35662451-35665909	3458	1000	39.67448	497.68027	0	DHL
6509	chr3:15857680-15861482	3802	1000	45.63157	497.62103	0	DHL
651	chr17:16438003-16443144	5141	1000	58.02285	776.53656	0	DHL
6510	chr12:110124268-110125359	1091	1000	72.90312	497.57346	0	DHL
6511	chr19:17225485-17227618	2133	1000	47.48298	497.55545	0	DHL
6512	chr14:96390798-96393261	2463	1000	42.97815	497.38638	0	DHL
6513	chr19:20037837-20040104	2267	1000	42.97815	497.38638	0	DHL
6514	chr3:122792495-122796612	4117	1000	42.97815	497.38638	0	DHL
6515	chr3:183113840-183116876	3036	1000	42.97815	497.38638	0	DHL
6516	chr1:6025146-6028940	3794	1000	41.89654	497.38495	0	DHL
6517	chr16:31457740-31460594	2854	1000	41.89654	497.38495	0	DHL
6518	chr3:51498646-51500186	1540	1000	41.89654	497.38495	0	DHL
6519	chr15:100916650-100919426	2776	1000	51.16398	497.36755	0	DHL
652	chr16:56448741-56453198	4457	1000	70.78260	776.51569	0	DHL
6520	chr16:87391187-87394481	3294	1000	51.50453	497.29770	0	DHL
6521	chr11:118358953-118360840	1887	1000	40.82018	497.21371	0	DHL
6522	chr15:78130795-78132539	1744	1000	40.82018	497.21371	0	DHL
6523	chr19:18193050-18195452	2402	1000	33.05368	497.15109	0	DHL
6524	chr17:47894400-47895959	1559	1000	42.36285	497.07809	0	DHL
6525	chr22:50470150-50475722	5572	1000	53.25146	496.92249	0	DHL
6526	chr18:9334613-9336158	1545	1000	37.20122	496.87680	0	DHL
6527	chr9:21801562-21805492	3930	1000	37.20122	496.87680	0	DHL
6528	chrX:71365076-71368297	3221	1000	65.51567	496.71280	0	DHL
6529	chr1:11802026-11808370	6344	1000	34.28648	496.70282	1	DHL
653	chr19:46783793-46788680	4887	1000	70.78260	776.51569	0	DHL
6530	chr17:15998659-16001614	2955	1000	34.28648	496.70282	0	DHL
6531	chr11:95066570-95070031	3461	1000	35.66042	496.59464	0	DHL
6532	chr1:1012740-1015079	2339	1000	45.36442	496.52924	1	DHL
6533	chr1:87327650-87333239	5589	1000	45.36442	496.52924	0	DHL
6534	chr6:80105951-80108101	2150	1000	45.36442	496.52924	0	DHL
6535	chr17:80260824-80262303	1479	1000	48.16680	496.43832	0	DHL
6536	chr1:26278907-26281414	2507	1000	54.26402	496.43719	0	DHL
6537	chr20:2507479-2509777	2298	1000	40.90523	496.42325	0	DHL
6538	chr16:3123698-3125423	1725	1000	50.17158	496.34000	0	DHL
6539	chr3:50320197-50322775	2578	1000	49.42555	496.13525	0	DHL
654	chr15:43798152-43802415	4263	1000	61.62513	776.37537	0	DHL
6540	chr5:146202477-146206106	3629	1000	44.94162	496.01526	0	DHL
6541	chr6:111603658-111607057	3399	1000	48.70901	495.98215	0	DHL
6542	chr9:95316171-95318382	2211	1000	38.84624	495.97690	0	DHL
6543	chr16:84115075-84118147	3072	1000	37.24543	495.96024	0	DHL
6544	chr2:240558972-240562185	3213	1000	53.34256	495.93689	0	DHL
6545	chr3:187967011-187977571	10560	1000	28.10089	495.85510	0	DHL
6546	chr10:99731139-99733304	2165	1000	56.08148	495.83270	0	DHL
6547	chr11:134221768-134226144	4376	1000	55.23691	495.72604	0	DHL
6548	chr1:222814302-222816038	1736	1000	42.86907	495.70294	0	DHL
6549	chr1:28258907-28261423	2516	1000	42.86907	495.70294	0	DHL
655	chr3:10319896-10321588	1692	1000	61.62513	776.37537	0	DHL
6550	chr19:53431353-53433575	2222	1000	42.86907	495.70294	1	DHL
6551	chr3:138173446-138175719	2273	1000	33.72611	495.65573	0	DHL
6552	chr7:128409037-128410815	1778	1000	33.72611	495.65573	0	DHL
6553	chr1:161389075-161391052	1977	1000	40.71864	495.55630	0	DHL
6554	chr15:84747142-84748627	1485	1000	51.36419	495.52017	0	DHL
6555	chr17:82272196-82274224	2028	1000	51.36419	495.52017	0	DHL
6556	chr16:569048-571437	2389	1000	65.51456	495.33167	0	DHL
6557	chr11:13461294-13464386	3092	1000	37.11201	495.26562	0	DHL
6558	chr11:59614042-59617301	3259	1000	37.11201	495.26562	0	DHL
6559	chr17:50864174-50868902	4728	1000	40.38202	495.16418	0	DHL
656	chr17:30476703-30478727	2024	1000	63.22098	776.29297	0	DHL
6560	chr19:4342136-4344718	2582	1000	51.61829	495.13559	0	DHL
6561	chr14:74762548-74766667	4119	1000	34.20693	495.13165	0	DHL
6562	chr18:57629626-57632016	2390	1000	35.57632	495.00424	0	DHL
6563	chr17:7626951-7628243	1292	1000	43.23186	494.86682	0	DHL
6564	chr19:14433429-14435112	1683	1000	56.97621	494.71820	0	DHL
6565	chr8:42893131-42896763	3632	1000	50.03598	494.57623	0	DHL
6566	chr8:79768374-79769399	1025	1000	39.99464	494.51282	0	DHL
6567	chr15:92899369-92908560	9191	1000	38.75126	494.34418	0	DHL
6568	chr6:14117039-14120877	3838	1000	38.75126	494.34418	4	DHL
6569	chr19:16828832-16830700	1868	1000	45.98470	494.11758	0	DHL
657	chr4:102821352-102829796	8444	1000	67.68813	776.16809	0	DHL
6570	chr6:18152880-18155160	2280	1000	45.98470	494.11758	0	DHL
6571	chr1:27725917-27727564	1647	1000	46.59692	494.08133	0	DHL
6572	chr4:165111316-165113634	2318	1000	46.59692	494.08133	0	DHL
6573	chr7:73718589-73719710	1121	1000	46.59692	494.08133	0	DHL
6574	chr1:15832616-15837916	5300	1000	42.75999	494.02060	0	DHL
6575	chr2:172554257-172558893	4636	1000	42.75999	494.02060	0	DHL
6576	chr10:124738956-124744337	5381	1000	53.52721	493.96860	0	DHL
6577	chr8:143989542-143991436	1894	1000	39.87452	493.94159	0	DHL
6578	chr14:54439760-54442114	2354	1000	40.61710	493.89999	0	DHL
6579	chr5:141617308-141619149	1841	1000	40.61710	493.89999	0	DHL
658	chr19:52026993-52029646	2653	1000	71.85464	776.14429	0	DHL
6580	chr1:3745455-3748144	2689	1000	59.67720	493.67627	0	DHL
6581	chr18:47148925-47151502	2577	1000	37.02279	493.65549	0	DHL
6582	chr12:113151780-113156220	4440	1000	52.63429	493.52020	0	DHL
6583	chr21:32726386-32729093	2707	1000	42.62707	493.43820	0	DHL
6584	chr22:35228984-35231949	2965	1000	35.49221	493.41492	0	DHL
6585	chr4:44677527-44680348	2821	1000	35.49221	493.41492	0	DHL
6586	chr17:36591155-36593009	1854	1000	61.39207	493.33313	0	DHL
6587	chr13:28717570-28719798	2228	1000	45.12876	493.10800	0	DHL
6588	chr6:45376896-45379274	2378	1000	40.70121	493.10727	0	DHL
6589	chr16:1377603-1380388	2785	1000	50.67206	493.05661	0	DHL
659	chr2:63586245-63592155	5910	1000	57.32852	775.98206	0	DHL
6590	chr11:129944597-129948536	3939	1000	43.63239	492.95404	0	DHL
6591	chr7:76392724-76394301	1577	1000	39.38204	492.75424	0	DHL
6592	chr19:10927254-10930147	2893	1000	38.65628	492.71252	0	DHL
6593	chr19:48254295-48257102	2807	1000	38.65628	492.71252	0	DHL
6594	chr4:47462315-47464460	2145	1000	38.65628	492.71252	0	DHL
6595	chr16:14284783-14287171	2388	1000	29.68672	492.62839	0	DHL
6596	chr10:70144602-70147471	2869	1000	44.70876	492.60352	0	DHL
6597	chr5:87266979-87269928	2949	1000	32.82728	492.49411	0	DHL
6598	chr9:83622095-83624545	2450	1000	47.76483	492.39771	0	DHL
6599	chr14:60327015-60329502	2487	1000	42.65091	492.33939	0	DHL
66	chr3:183550097-183557157	7060	1000	60.59633	893.70581	0	DHL
660	chr3:10247582-10251615	4033	1000	72.97271	775.85101	0	DHL
6600	chr6:135496310-135498962	2652	1000	42.65091	492.33939	0	DHL
6601	chr8:60677423-60678564	1141	1000	42.65091	492.33939	0	DHL
6602	chr19:57558083-57560403	2320	1000	39.77558	492.29562	0	DHL
6603	chr3:20040542-20042912	2370	1000	40.51556	492.24475	0	DHL
6604	chr9:128419861-128421748	1887	1000	66.92914	492.20908	0	DHL
6605	chr12:119989813-119991953	2140	1000	55.76463	492.18643	0	DHL
6606	chr10:100911820-100914590	2770	1000	54.92659	492.09631	0	DHL
6607	chr6:84226417-84228583	2166	1000	36.93358	492.04642	0	DHL
6608	chr12:43757428-43761934	4506	1000	34.04782	491.99240	0	DHL
6609	chr7:87933470-87935855	2385	1000	34.04782	491.99240	0	DHL
661	chr7:74252904-74255653	2749	1000	48.29053	775.83191	0	DHL
6610	chr12:118375805-118378090	2285	1000	51.08352	491.96866	0	DHL
6611	chr21:42008676-42011946	3270	1000	51.08352	491.96866	0	DHL
6612	chr19:36013177-36015325	2148	1000	35.40811	491.82660	0	DHL
6613	chr9:78234872-78237853	2981	1000	35.40811	491.82660	0	DHL
6614	chr3:101778359-101781611	3252	1000	43.01072	491.49451	0	DHL
6615	chr18:3296426-3297727	1301	1000	65.10974	491.47919	0	DHL
6616	chrX:149540215-149542058	1843	1000	65.10974	491.47919	0	DHL
6617	chr2:121528931-121532230	3299	1000	45.01093	491.39908	0	DHL
6618	chr17:40062224-40064455	2231	1000	50.53361	491.28711	0	DHL
6619	chr17:81925837-81927480	1643	1000	50.53361	491.28711	0	DHL
662	chr5:87411347-87413737	2390	1000	60.21304	775.65887	0	DHL
6620	chr20:25695393-25697443	2050	1000	49.76478	491.05222	0	DHL
6621	chr1:23167495-23169115	1620	1000	61.04421	490.97351	0	DHL
6622	chr19:19404894-19409065	4171	1000	32.75182	490.94376	0	DHL
6623	chr16:380504-381853	1349	1000	70.77674	490.90665	0	DHL
6624	chr14:67815295-67817901	2606	1000	44.59233	490.89935	0	DHL
6625	chr15:67822227-67825324	3097	1000	44.59233	490.89935	0	DHL
6626	chr19:48512047-48514499	2452	1000	44.59233	490.89935	0	DHL
6627	chr13:42039385-42042582	3197	1000	49.02696	490.87109	0	DHL
6628	chr11:45803947-45807572	3625	1000	45.15747	490.77151	0	DHL
6629	chr5:32309497-32314112	4615	1000	48.31830	490.74094	0	DHL
663	chr12:57487475-57489718	2243	1000	65.77666	775.65759	0	DHL
6630	chr1:151047258-151048980	1722	1000	45.74331	490.68170	0	DHL
6631	chr6:99513336-99516511	3175	1000	45.74331	490.68170	0	DHL
6632	chr11:47408577-47410203	1626	1000	42.54182	490.65927	0	DHL
6633	chr17:7560533-7563348	2815	1000	42.54182	490.65927	0	DHL
6634	chr2:97992914-97996756	3842	1000	46.98184	490.62357	0	DHL
6635	chr11:65111335-65114175	2840	1000	40.41401	490.59061	0	DHL
6636	chr14:67240017-67243113	3096	1000	40.41401	490.59061	0	DHL
6637	chr19:32673034-32676351	3317	1000	55.60621	490.36517	0	DHL
6638	chr18:76822869-76825446	2577	1000	54.77143	490.28329	0	DHL
6639	chr20:45933483-45936164	2681	1000	31.58244	490.22391	0	DHL
664	chr6:110980878-110983741	2863	1000	54.25088	775.64008	0	DHL
6640	chr3:128679858-128682179	2321	1000	34.32019	490.22021	0	DHL
6641	chr18:35581817-35583410	1593	1000	50.94318	490.19467	0	DHL
6642	chr17:60676740-60678906	2166	1000	42.40958	490.07990	0	DHL
6643	chr8:27771425-27774119	2694	1000	73.21497	489.81180	0	DHL
6644	chr2:120220656-120224907	4251	1000	51.19403	489.80203	0	DHL
6645	chr8:42270471-42272481	2010	1000	51.19403	489.80203	0	DHL
6646	chr1:89632112-89634966	2854	1000	54.60995	489.75592	0	DHL
6647	chr4:98995612-98997528	1916	1000	44.89310	489.69128	0	DHL
6648	chr10:100265831-100268376	2545	1000	71.99467	489.68301	0	DHL
6649	chr7:111560156-111563402	3246	1000	29.55594	489.62540	0	DHL
665	chr12:123582363-123586052	3689	1000	76.63470	775.48572	0	DHL
6650	chr8:28888616-28892918	4302	1000	63.43104	489.60785	0	DHL
6651	chr11:18011349-18014352	3003	1000	43.40748	489.57187	0	DHL
6652	chr12:2890182-2892365	2183	1000	36.88731	489.51917	0	DHL
6653	chr6:12007954-12011547	3593	1000	38.46632	489.45242	0	DHL
6654	chr9:133374567-133377083	2516	1000	38.46632	489.45242	0	DHL
6655	chr12:64220738-64223114	2376	1000	32.67635	489.39441	0	DHL
6656	chr1:46247533-46249562	2029	1000	49.62918	489.29202	0	DHL
6657	chr19:1274631-1277168	2537	1000	48.89409	489.11874	0	DHL
6658	chr1:150696073-150698115	2042	1000	42.43274	488.98026	0	DHL
6659	chr19:58497682-58500128	2446	1000	42.43274	488.98026	1	DHL
666	chr3:47824490-47826548	2058	1000	76.63470	775.48572	0	DHL
6660	chr13:78602274-78604483	2209	1000	45.62262	488.96552	0	DHL
6661	chr12:113965116-113967028	1912	1000	40.31247	488.93753	0	DHL
6662	chr12:57520875-57524931	4056	1000	40.31247	488.93753	0	DHL
6663	chr6:43012366-43015694	3328	1000	40.31247	488.93753	0	DHL
6664	chr19:6765911-6768601	2690	1000	46.22808	488.90872	0	DHL
6665	chr5:112736988-112739427	2439	1000	36.75516	488.83142	0	DHL
6666	chr6:31196298-31200525	4227	1000	36.75516	488.83142	0	DHL
6667	chr7:65038269-65040447	2178	1000	36.75516	488.83142	0	DHL
6668	chr19:7533683-7536851	3168	1000	31.51066	488.69211	0	DHL
6669	chr4:119211163-119215202	4039	1000	35.23990	488.65305	0	DHL
667	chr16:67934348-67937628	3280	1000	62.35199	775.38330	0	DHL
6670	chr2:85887354-85890186	2832	1000	54.61627	488.47150	0	DHL
6671	chr17:34979502-34982222	2720	1000	50.80284	488.42191	0	DHL
6672	chr4:8439338-8443511	4173	1000	50.80284	488.42191	0	DHL
6673	chr10:45591898-45595448	3550	1000	51.88342	488.36087	0	DHL
6674	chr15:77418995-77422921	3926	1000	40.39519	488.14148	0	DHL
6675	chr4:88279365-88285947	6582	1000	29.49055	488.12537	0	DHL
6676	chr17:82023157-82024677	1520	1000	51.05261	488.02658	0	DHL
6677	chr1:207320742-207323022	2280	1000	44.77527	487.98462	0	DHL
6678	chr20:44309915-44311593	1678	1000	32.60089	487.84607	0	DHL
6679	chr8:23528154-23531078	2924	1000	72.98254	487.83228	0	DHL
668	chr5:119267859-119277005	9146	1000	73.97755	775.07623	0	DHL
6680	chr10:27238946-27244395	5449	1000	38.37135	487.82397	0	DHL
6681	chr11:65919201-65920773	1572	1000	50.25672	487.75165	0	DHL
6682	chr5:119451818-119454105	2287	1000	40.82322	487.74658	0	DHL
6683	chr11:106075780-106077487	1707	1000	47.52628	487.73840	0	DHL
6684	chrX:72180649-72183137	2488	1000	71.76756	487.71381	0	DHL
6685	chr12:132954978-132957356	2378	1000	63.24056	487.71375	0	DHL
6686	chr2:70257126-70259275	2149	1000	53.50826	487.42084	0	DHL
6687	chr1:167552036-167554644	2608	1000	56.32690	487.39511	0	DHL
6688	chr4:87421543-87425059	3516	1000	33.80917	487.29108	0	DHL
6689	chr17:7034926-7037022	2096	1000	40.21093	487.28558	0	DHL
669	chr6:107487718-107495724	8006	1000	71.55392	775.06061	0	DHL
6690	chr18:32766939-32774035	7096	1000	40.21093	487.28558	1	DHL
6691	chr4:99562706-99564832	2126	1000	40.21093	487.28558	0	DHL
6692	chr9:137067945-137071732	3787	1000	40.21093	487.28558	0	DHL
6693	chr9:32549782-32553864	4082	1000	40.21093	487.28558	0	DHL
6694	chr13:32425764-32428940	3176	1000	48.05782	487.25266	0	DHL
6695	chr6:99520279-99522198	1919	1000	48.05782	487.25266	0	DHL
6696	chr16:27313202-27320158	6956	1000	36.66595	487.22549	0	DHL
6697	chr17:79795871-79797262	1391	1000	36.66595	487.22549	0	DHL
6698	chr6:34248143-34249782	1639	1000	46.10513	487.18680	0	DHL
6699	chr10:6144191-6146970	2779	1000	58.39257	487.14243	0	DHL
67	chr19:12937191-12941519	4328	1000	75.47865	892.94263	0	DHL
670	chr1:53237298-53239390	2092	1000	66.65157	774.93799	0	DHL
6700	chr3:188578550-188582317	3767	1000	35.15580	487.06784	0	DHL
6701	chr15:59398833-59403850	5017	1000	39.87975	486.91406	0	DHL
6702	chr17:30599538-30602546	3008	1000	55.28937	486.72629	0	DHL
6703	chr7:4682513-4685162	2649	1000	55.28937	486.72629	0	DHL
6704	chr10:102245389-102247871	2482	1000	54.46111	486.66092	0	DHL
6705	chr2:27379015-27381455	2440	1000	50.66249	486.65033	0	DHL
6706	chr20:49913931-49916878	2947	1000	29.42516	486.62628	0	DHL
6707	chr19:39342605-39343973	1368	1000	63.78159	486.47897	0	DHL
6708	chr5:180800766-180805581	4815	1000	50.91119	486.25232	0	DHL
6709	chr16:14974287-14977385	3098	1000	38.27637	486.19659	0	DHL
671	chr7:99616112-99618184	2072	1000	52.55335	774.82129	0	DHL
6710	chr11:85647017-85649268	2251	1000	43.18257	486.19421	0	DHL
6711	chr19:51593333-51595399	2066	1000	37.80165	486.14813	0	DHL
6712	chr10:75233521-75236148	2627	1000	47.39818	486.00192	0	DHL
6713	chrX:49001018-49003160	2142	1000	47.39818	486.00192	0	DHL
6714	chr9:123928190-123930786	2596	1000	66.11223	485.89725	0	DHL
6715	chr8:10837708-10840754	3046	1000	72.75011	485.85419	0	DHL
6716	chrX:123960515-123964856	4341	1000	72.75011	485.85419	0	DHL
6717	chrX:151395353-151399352	3999	1000	72.75011	485.85419	0	DHL
6718	chr10:17200641-17202031	1390	1000	44.80190	485.64633	0	DHL
6719	chr1:66330456-66337002	6546	1000	40.10939	485.63470	1	DHL
672	chr4:70687382-70692497	5115	1000	61.51267	774.53381	0	DHL
6720	chr10:70403553-70406711	3158	1000	40.10939	485.63470	0	DHL
6721	chr14:58238239-58241126	2887	1000	42.21458	485.62561	0	DHL
6722	chr19:11848208-11850947	2739	1000	42.21458	485.62561	0	DHL
6723	chr1:111229127-111233479	4352	1000	36.57674	485.62061	0	DHL
6724	chr3:48683375-48686762	3387	1000	36.57674	485.62061	0	DHL
6725	chr15:34336157-34338564	2407	1000	47.92759	485.51025	0	DHL
6726	chr9:132768635-132770784	2149	1000	45.98219	485.46606	0	DHL
6727	chr9:36257105-36259345	2240	1000	58.22183	485.29477	0	DHL
6728	chr19:15463182-15465063	1881	1000	52.45598	485.17584	0	DHL
6729	chr13:99086704-99088605	1901	1000	29.35977	485.12817	0	DHL
673	chr3:10164511-10167931	3420	1000	88.24145	774.48669	0	DHL
6730	chr20:63895477-63897208	1731	1000	54.30595	484.85159	0	DHL
6731	chr16:399671-402785	3114	1000	44.53961	484.57477	0	DHL
6732	chr2:226790591-226802151	11560	1000	44.53961	484.57477	1	DHL
6733	chr4:109432745-109436268	3523	1000	44.53961	484.57477	0	DHL
6734	chr12:57215224-57220286	5062	1000	38.18139	484.57031	0	DHL
6735	chr4:4540398-4544232	3834	1000	72.13435	484.36667	0	DHL
6736	chr19:55005352-55007528	2176	1000	54.14585	484.32877	0	DHL
6737	chr1:40508121-40510042	1921	1000	47.27008	484.26660	0	DHL
6738	chr2:165952220-165954598	2378	1000	49.97982	484.22098	0	DHL
6739	chr8:143839904-143841105	1201	1000	49.97982	484.22098	0	DHL
674	chr18:50279702-50282421	2719	1000	67.56042	774.27826	0	DHL
6740	chr4:37684094-37687459	3365	1000	44.12662	484.09399	0	DHL
6741	chr11:34437831-34440396	2565	1000	36.48753	484.01678	0	DHL
6742	chr19:42074693-42078033	3340	1000	36.48753	484.01678	0	DHL
6743	chr17:48100024-48102334	2310	1000	40.00784	483.98492	0	DHL
6744	chr2:233565297-233567047	1750	1000	40.00784	483.98492	0	DHL
6745	chr3:48240691-48244248	3557	1000	42.10550	483.94995	0	DHL
6746	chr1:23866320-23869482	3162	1000	44.68338	483.94022	0	DHL
6747	chr22:38271970-38273800	1830	1000	62.85959	483.92947	0	DHL
6748	chr10:94544240-94548082	3842	1000	72.51768	483.87744	0	DHL
6749	chrX:101406324-101410019	3695	1000	72.51768	483.87744	0	DHL
675	chr3:150407168-150414713	7545	1000	59.26520	774.14374	0	DHL
6750	chrX:155071352-155073270	1918	1000	72.51768	483.87744	0	DHL
6751	chr15:80999560-81002636	3076	1000	53.20595	483.82285	0	DHL
6752	chr19:42267603-42271487	3884	1000	45.85924	483.74646	0	DHL
6753	chrX:135972269-135974116	1847	1000	56.00225	483.74106	0	DHL
6754	chr1:146034811-146039818	5007	1000	30.24825	483.73926	0	DHL
6755	chr7:129143837-129147141	3304	1000	36.21610	483.73273	0	DHL
6756	chr3:143118743-143121206	2463	1000	47.12627	483.71701	0	DHL
6757	chr19:49850006-49854136	4130	1000	46.48070	483.71021	0	DHL
6758	chr14:64291231-64295065	3834	1000	41.50704	483.69983	0	DHL
6759	chr2:88854481-88863031	8550	1000	57.20659	483.52747	12	DHL
676	chr7:130069659-130072625	2966	1000	48.20977	774.11145	0	DHL
6760	chr10:3171533-3172877	1344	1000	60.32392	483.49368	0	DHL
6761	chr4:189938868-189942452	3584	1000	58.05109	483.44836	0	DHL
6762	chr19:12955709-12958251	2542	1000	41.97461	483.37665	0	DHL
6763	chr16:84143663-84145756	2093	1000	50.38182	483.11078	0	DHL
6764	chr19:487955-490104	2149	1000	54.15079	483.04352	0	DHL
6765	chr3:42589828-42592581	2753	1000	54.15079	483.04352	0	DHL
6766	chr5:179549726-179552682	2956	1000	38.08641	482.94507	0	DHL
6767	chr10:46266384-46270115	3731	1000	44.42178	482.87155	0	DHL
6768	chr12:108559073-108564096	5023	1000	44.42178	482.87155	0	DHL
6769	chr19:58466342-58468895	2553	1000	44.42178	482.87155	0	DHL
677	chr9:124858738-124863154	4416	1000	63.62801	773.86359	0	DHL
6770	chr16:53054201-53057057	2856	1000	42.95766	482.82104	0	DHL
6771	chr11:64283540-64286598	3058	1000	50.62835	482.70743	0	DHL
6772	chr13:49935109-49938527	3418	1000	27.56049	482.60791	0	DHL
6773	chr8:25458790-25461011	2221	1000	66.95227	482.56766	0	DHL
6774	chr14:99478842-99480927	2085	1000	58.63632	482.54385	0	DHL
6775	chr12:120302207-120303342	1135	1000	47.14197	482.53244	0	DHL
6776	chr12:47077242-47081867	4625	1000	47.14197	482.53244	0	DHL
6777	chr12:51082066-51084241	2175	1000	47.14197	482.53244	0	DHL
6778	chr2:143128678-143133236	4558	1000	47.14197	482.53244	0	DHL
6779	chr12:27779123-27782817	3694	1000	36.39832	482.41403	0	DHL
678	chr7:135507172-135511259	4087	1000	44.65654	773.82928	0	DHL
6780	chr16:3457048-3459804	2756	1000	36.39832	482.41403	0	DHL
6781	chr6:11379958-11383093	3135	1000	37.96615	482.35107	0	DHL
6782	chr4:123396322-123401561	5239	1000	39.90630	482.33627	0	DHL
6783	chr10:73729489-73731787	2298	1000	34.90348	482.31842	0	DHL
6784	chr1:167328068-167334610	6542	1000	41.99641	482.27542	1	DHL
6785	chr10:73110263-73111876	1613	1000	41.99641	482.27542	0	DHL
6786	chr17:31007270-31010454	3184	1000	49.08679	482.26297	0	DHL
6787	chr2:61064832-61067397	2565	1000	45.13984	482.11218	0	DHL
6788	chr4:17613587-17615820	2233	1000	62.66911	482.03931	0	DHL
6789	chr19:45767827-45769479	1652	1000	41.40006	482.03256	0	DHL
679	chr9:86349340-86355390	6050	1000	60.10396	773.82898	0	DHL
6790	chr1:3794726-3797613	2887	1000	47.66711	482.02902	0	DHL
6791	chr11:64777925-64780147	2222	1000	47.66711	482.02902	0	DHL
6792	chr17:17694059-17695936	1877	1000	47.66711	482.02902	1	DHL
6793	chr18:2569424-2574341	4917	1000	64.12621	481.94843	0	DHL
6794	chr1:15408996-15412121	3125	1000	65.10476	481.83963	0	DHL
6795	chr1:37806661-37809421	2760	1000	32.29903	481.66278	0	DHL
6796	chr14:91059265-91061949	2684	1000	50.24148	481.34280	0	DHL
6797	chr5:72306342-72308520	2178	1000	37.99143	481.32095	0	DHL
6798	chr1:109112270-109115407	3137	1000	44.30395	481.16946	0	DHL
6799	chr10:72086407-72089510	3103	1000	44.30395	481.16946	0	DHL
68	chr7:100015073-100017147	2074	1000	75.47865	892.94263	0	DHL
680	chr19:16540853-16544266	3413	1000	68.50519	773.68146	0	DHL
6800	chr2:100561834-100564245	2411	1000	44.30395	481.16946	1	DHL
