Protein	Gene	Description	WT_1	WT_2	WT_3	OPP_WT_1	OPP_WT_2	OPP_WT_3	OE_1	OE_2	OE_3	OPP_OE_1	OPP_OE_2	OPP_OE_3	Repair_1	Repair_2	Repair_3	OPP_Repair_1	OPP_Repair_2	OPP_Repair_3
Q9H4L7	SMARCAD1	SWI/SNF-related_matrix-associated_actin-dependent_regulator_of_chromatin_subfamily_A_containing_DEAD/H_box_1_OS=Homo_sapiens_OX=9606	26238925	35671440	38869424	53722579	44188903	43468201	24458823	25115164	34935534	34307601	27525732	34360231	20116200	19702960	23905352	22794048	30935663	14833616
Q86X27	RALGPS2	Ras-specific_guanine_nucleotide-releasing_factor_RalGPS2_OS=Homo_sapiens_OX=9606	42782176	53097415	62389735	74768943	71790337	65145194	46666429	45156668	39709093	56567676	69963833	65146594	45879580	38032684	53765222	60883341	56202989	59152875
Q9Y5A9	YTHDF2	YTH_domain-containing_family_protein_2_OS=Homo_sapiens_OX=9606	30008988	34413258	35603404	24290554	28350362	30776389	46462265	41237111	46935527	44554858	43015902	46373123	35353624	31441617	30585343	29625158	28205509	31851312
Q9NQ55	PPAN	Suppressor_of_SWI4_1_homolog_OS=Homo_sapiens_OX=9606	249955334	263200992	286416227	240174905	274295953	262275769	226096783	207836313	206569580	232919998	239351378	257360497	193843497	174528785	159122885	215909735	202479699	199978682
Q9BUL8	PDCD10	Programmed_cell_death_protein_10_OS=Homo_sapiens_OX=9606	110669253	122920821	114800519	60130512	34697902	30744168	122755293	110730094	117686039	36478109	30497007	31292518	94744348	95450834	81235411	17023154	13616713	17219644
O15381	NVL	Nuclear_valosin-containing_protein-like_OS=Homo_sapiens_OX=9606	25008847	19440289	19142359	17326881	20752910	20477165	25097284	18316618	23198553	17981645	21140021	15931168	16563272	17556299	13734160	15873828	17704060	19021659
Q9NX46	ADPRS	ADP-ribose_glycohydrolase_ARH3_OS=Homo_sapiens_OX=9606	47361881	45457917	37725605	53863375	67862043	65689026	61476821	65471484	67281630	67926344	73307450	60965442	61817227	60187815	57170725	100376297	77828876	79358433
Q9BWS9	CHID1	Chitinase_domain-containing_protein_1_OS=Homo_sapiens_OX=9606	242926864	214115075	237578081	233203976	228917668	233613552	309002295	277949222	284844781	293204364	219906408	247247031	199401970	223925526	201885744	256217555	298340588	289985805
P61018	RAB4B	Ras-related_protein_Rab-4B_OS=Homo_sapiens_OX=9606	46234210	53446263	47989084	35761853	40159069	41976759	38206612	59724641	27245612	48294463	54867650	75348935	57470521	81311896	54402191	103854999	104702769	92342683
Q9NPF5	DMAP1	DNA_methyltransferase_1-associated_protein_1_OS=Homo_sapiens_OX=9606	30672874	32700286	32353520	35384453	22607545	28786895	21090684	27688816	25536242	22540203	35324206	26661411	27202721	21005305	21461590	30950496	25988629	25264303
Q9BV23	ABHD6	Monoacylglycerol_lipase_ABHD6_OS=Homo_sapiens_OX=9606	54376565	58724196	55280574	33219173	37488663	32736050	35622134	38758262	31644426	25360777	29763690	30185975	47717050	39394870	38088781	44836257	46557338	44963270
P62995	TRA2B	Transformer-2_protein_homolog_beta_OS=Homo_sapiens_OX=9606	424029039	432120546	437495726	307535822	314382620	316995115	285551469	309574895	288845676	256909590	251583281	255191547	301706402	279346074	290914100	247443405	221154229	222787747
Q9GZS1	POLR1E	DNA-directed_RNA_polymerase_I_subunit_RPA49_OS=Homo_sapiens_OX=9606	112379712	100901804	109512882	123680179	138844211	138360198	94916059	88034566	83175168	105644441	89718038	115809114	63609393	70164817	65226558	74205976	81997598	79027258
Q9H3P2	NELFA	Negative_elongation_factor_A_OS=Homo_sapiens_OX=9606	29324112	45783019	28704945	36027204	39089208	43177067	37989092	36278254	39834900	47019724	50654033	50705437	29293110	24376256	23855906	30970972	32601931	43160669
O95801	TTC4	Tetratricopeptide_repeat_protein_4_OS=Homo_sapiens_OX=9606	38640752	38849783	47848936	88899357	79447264	87067265	36714685	31582620	27280125	57666632	72950845	77221169	36627837	27820614	25515344	45986682	41297425	35995003
O95870	ABHD16A	Phosphatidylserine_lipase_ABHD16A_OS=Homo_sapiens_OX=9606	28324581	49397259	44283827	34151669	30704091	36244949	44220219	54108576	56105341	43548788	43725421	42095682	71144130	63710009	78471117	57049922	57448472	61869126
P43250	GRK6	G_protein-coupled_receptor_kinase_6_OS=Homo_sapiens_OX=9606	65927219	79655841	79325646	78675688	72322531	78228028	66107288	69173984	73959144	64084461	56933189	64694666	61132713	57200053	65129556	41775391	51987949	49271756
P54725	RAD23A	UV_excision_repair_protein_RAD23_homolog_A_OS=Homo_sapiens_OX=9606	67519765	73147900	66080604	76901579	66678313	61666948	88772105	84550381	89401319	107903499	101657248	107973401	79185543	81141961	77735692	105196559	113101154	96808750
Q9UBX3	SLC25A10	Mitochondrial_dicarboxylate_carrier_OS=Homo_sapiens_OX=9606	129158309	138365428	141124021	158269548	160873875	158235970	143469181	143301845	148419460	172396929	201998909	187943339	203783417	199679914	211597853	242152644	250711026	245595763
P01116	KRAS	GTPase_KRas_OS=Homo_sapiens_OX=9606	23162743	28135435	26613554	39933859	35928189	37496547	25603330	26656197	29625575	20318669	23336122	26907828	26975225	24026981	26103558	31285749	41756383	38889164
O95486	SEC24A	Protein_transport_protein_Sec24A_OS=Homo_sapiens_OX=9606	25897231	30190155	23900258	36064801	35745322	36079869	26656692	27608844	23307427	28487859	35373961	35652228	31265387	26490370	35977802	28759328	26576546	29088018
P06753	TPM3	Tropomyosin_alpha-3_chain_OS=Homo_sapiens_OX=9606	167301566	220140916	170005043	326108597	323955053	344887275	270086763	282869251	300070855	468195287	395428172	466450511	324134708	303854155	336660238	504662192	520376978	513036184
Q8N2F6	ARMC10	Armadillo_repeat-containing_protein_10_OS=Homo_sapiens_OX=9606	34359980	39691869	34929938	67323805	61214043	67846777	21807702	24311547	23588967	62290666	57418431	63495458	26994903	37304726	30053139	55844210	56763867	52328267
Q8IYS2	KIAA2013	Uncharacterized_protein_KIAA2013_OS=Homo_sapiens_OX=9606	17570137	20991674	24350935	30312216	26549403	31112133	32776845	28970219	32839524	44880120	23447901	43504441	41214755	35071640	40701754	45380388	44026573	50645108
Q9NVV4	MTPAP	"Poly(A)_RNA_polymerase,_mitochondrial_OS=Homo_sapiens_OX=9606"	103291149	102064211	116008416	128767119	117527539	127121861	105832309	111086171	109028546	116216102	132735581	125990755	114115096	121392789	117626942	120319195	140865715	141237176
Q9NUQ2	AGPAT5	1-acyl-sn-glycerol-3-phosphate_acyltransferase_epsilon_OS=Homo_sapiens_OX=9606	85832918	74296479	78053935	86178046	71092589	75389007	55821963	66659081	63720109	61102144	66143651	56194468	98671359	87306023	73811530	97997997	106437746	109411580
O75886	STAM2	Signal_transducing_adapter_molecule_2_OS=Homo_sapiens_OX=9606	56428141	70759044	66924434	67746027	69001477	71307105	81674416	96903530	84737276	84102698	77645512	92385380	66614520	64772522	63239151	72915285	77747365	85753135
Q07065	CKAP4	Cytoskeleton-associated_protein_4_OS=Homo_sapiens_OX=9606	96006076	91806941	85503281	117964528	112158616	116885461	93007108	97871739	91396654	122217949	65747305	96541565	139505943	131970312	146569461	136784476	142292805	158403316
Q96IU4	ABHD14B	Protein_ABHD14B_OS=Homo_sapiens_OX=9606	180903283	182724677	159805190	207066091	206538298	200218330	176904879	259667333	266872198	176791117	212345362	223952831	199413051	190833607	205760642	212477735	200632197	308238779
Q8IV04	TBC1D10C	Carabin_OS=Homo_sapiens_OX=9606	37372065	37164236	32583354	57104573	46925426	51571524	37208708	38302960	37666621	49703000	36789231	38306129	37789892	40853370	36984690	48312151	37249602	40539736
O00471	EXOC5	Exocyst_complex_component_5_OS=Homo_sapiens_OX=9606	86713177	78990796	86269697	113873570	140669179	143533936	84174308	78447042	72043239	182561258	128978657	136025142	90320570	96244611	86474743	144554861	146441709	150339146
Q969X5	ERGIC1	Endoplasmic_reticulum-Golgi_intermediate_compartment_protein_1_OS=Homo_sapiens_OX=9606	140048955	119028211	161971128	142435914	148965151	147868438	102837507	78566950	75938131	140328609	133433583	116608232	167044360	212118104	223064629	244983529	238956185	257159639
P20936	RASA1	Ras_GTPase-activating_protein_1_OS=Homo_sapiens_OX=9606	25708876	30223917	33275488	30356169	36122875	34122735	16948823	24065622	24441004	35158680	33742121	37169502	29827033	27365314	39024490	31765399	28644018	30424404
Q04837	SSBP1	"Single-stranded_DNA-binding_protein,_mitochondrial_OS=Homo_sapiens_OX=9606"	367185172	385344980	389202886	509928280	448077316	450636966	310481850	312114008	346540534	426921550	459923395	434546864	277502243	260827381	274708366	441365283	409421073	409315867
P14859	POU2F1	"POU_domain,_class_2,_transcription_factor_1_OS=Homo_sapiens_OX=9606"	79554623	73538417	78007023	91991268	76751802	83451760	70034799	83536927	90958403	87330153	73918061	76992209	71266515	82606799	76265644	55794222	47008547	41159478
Q96D96	HVCN1	Voltage-gated_hydrogen_channel_1_OS=Homo_sapiens_OX=9606	180136316	220108912	224775543	234644893	220331290	214736340	222262292	193102138	190504440	282795194	342079448	326171299	566368802	496507270	507518552	638757767	628119919	598597375
Q9Y6W5	WASF2	Wiskott-Aldrich_syndrome_protein_family_member_2_OS=Homo_sapiens_OX=9606	186247460	119740886	119098542	85747745	94489120	84417479	114259548	132964298	106451016	82903678	95137322	88593521	133071926	175890260	137219931	123099769	124623630	120039754
O75431	MTX2	Metaxin-2_OS=Homo_sapiens_OX=9606	57557044	53412282	64904222	117423542	127076464	124350391	58633298	65408729	58824106	110965449	84339808	90650474	54255643	85662021	52225638	110727211	134155961	129029030
Q16719	KYNU	Kynureninase_OS=Homo_sapiens_OX=9606	52436923	30736850	34527707	38082020	48162845	33465811	30808112	59341811	59019834	41775259	43830104	59537775	49059649	27144762	31800081	61098220	37972954	36457666
Q9UPN9	TRIM33	E3_ubiquitin-protein_ligase_TRIM33_OS=Homo_sapiens_OX=9606	99457862	121713919	119029881	105612038	81832243	113153592	142339002	122133687	111954302	118074594	128228787	122359470	115605315	115440110	100046609	108886452	62449926	66314521
Q9BYJ9	YTHDF1	YTH_domain-containing_family_protein_1_OS=Homo_sapiens_OX=9606	18576649	18124488	24214927	23197097	19442840	17559803	14131594	22502582	9256492	27331209	16878463	25208567	23719778	8113653	11676497	22950843	18606911	18915202
O15126	SCAMP1	Secretory_carrier-associated_membrane_protein_1_OS=Homo_sapiens_OX=9606	85818394	69720298	70539256	71704493	89596348	93668047	64140975	63013244	51303292	110950775	114981247	108089186	76310119	88851557	88280100	128613775	127269924	121496566
O75190	DNAJB6	DnaJ_homolog_subfamily_B_member_6_OS=Homo_sapiens_OX=9606	101482706	107621224	103124149	89210834	98936052	93848285	97084048	95734370	92938595	92265526	83714091	87726978	88374311	89498316	84228895	73604195	72750691	69958420
P50748	KNTC1	Kinetochore-associated_protein_1_OS=Homo_sapiens_OX=9606	30864001	34000268	45439530	41247937	41492653	42351443	23084330	23563697	33023819	22651185	20482400	24196795	23352364	23597151	25722329	16627126	21851744	16733373
P23588	EIF4B	Eukaryotic_translation_initiation_factor_4B_OS=Homo_sapiens_OX=9606	132399306	119831547	146098192	124234058	136523748	124760106	199442854	188750771	178148509	140117503	154973319	153668157	134090659	124452143	113292930	134131428	146308348	143425000
Q9Y3A4	RRP7A	Ribosomal_RNA-processing_protein_7_homolog_A_OS=Homo_sapiens_OX=9606	85931055	92317541	94189965	88695460	89842622	102597495	82662002	89306670	86957364	92366804	82193549	90538456	74822591	81855635	80197099	72365358	70882502	73946494
Q16537	PPP2R5E	Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_epsilon_isoform_OS=Homo_sapiens_OX=9606	176640867	182974672	195842835	256122686	279788643	307258673	192907011	171825520	166634845	338421668	276934508	308543035	157348191	143785095	157348956	292231447	304826626	322322117
P0DOY2	IGLC2	Immunoglobulin_lambda_constant_2_OS=Homo_sapiens_OX=9606	909269714	910125381	843477544	603302632	555261110	573184394	647618292	656129921	705180654	371393196	717395796	609621361	868947645	818866646	808045639	571397362	557544189	518648076
O15031	PLXNB2	Plexin-B2_OS=Homo_sapiens_OX=9606	37015007	38638119	39220572	40148462	36394919	39172535	37975145	41444271	43366223	30992688	35479296	31784715	46734485	50944658	52767637	37120068	32068658	32753991
Q7L592	NDUFAF7	"Protein_arginine_methyltransferase_NDUFAF7,_mitochondrial_OS=Homo_sapiens_OX=9606"	82224792	86376558	94543728	67603795	71512003	76513637	91011520	93037631	105434230	55515745	167078611	60371645	101078827	211357176	105729726	93641221	81162699	83109360
Q5VZE5	NAA35	"N-alpha-acetyltransferase_35,_NatC_auxiliary_subunit_OS=Homo_sapiens_OX=9606"	24106290	40477107	36796198	47315779	40803950	42021807	27688285	28903074	29891292	39118447	25191790	37711289	28797960	22144426	28092636	32499161	30815124	36042656
Q8NFH5	NUP35	Nucleoporin_NUP35_OS=Homo_sapiens_OX=9606	56682762	128741818	59977337	62800586	70120252	70537510	95215529	163310011	156463433	83024348	68557669	66640018	134286478	57001037	130977000	106287631	74226589	94120042
O75843	AP1G2	AP-1_complex_subunit_gamma-like_2_OS=Homo_sapiens_OX=9606	35391258	43945130	32548525	42617034	49241826	53787343	39446701	34744204	35496381	51150119	47242983	74762501	61050825	32971111	35536794	55722247	57096229	54716943
O43752	STX6	Syntaxin-6_OS=Homo_sapiens_OX=9606	42442846	41666495	41674042	14936590	23443695	26538570	47977966	51431469	52395481	30502864	26276707	34041907	43419043	52573558	47755820	36808319	34291905	30938915
Q6PJG2	MIDEAS	Mitotic_deacetylase-associated_SANT_domain_protein_OS=Homo_sapiens_OX=9606	25600949	27633982	36715401	36218764	41218115	38854121	39336924	21561950	41489834	39904235	35901826	34550701	39177428	27749022	23132026	24730440	22070456	34238540
O60244	MED14	Mediator_of_RNA_polymerase_II_transcription_subunit_14_OS=Homo_sapiens_OX=9606	27942065	32096791	25062578	22941663	27532445	29673737	26612748	28537517	23814075	25760102	23735373	23203668	16825293	21908072	19270615	20791474	18664185	16671899
O94903	PLPBP	Pyridoxal_phosphate_homeostasis_protein_OS=Homo_sapiens_OX=9606	109849609	123613346	125042186	182147872	152045107	142792124	89506384	87059956	92371073	134893071	166426409	127704785	100069861	92464568	98760372	134969503	122439271	155352554
O75330	HMMR	Hyaluronan_mediated_motility_receptor_OS=Homo_sapiens_OX=9606	123183732	153442280	144917496	162915511	148523312	157135580	134427272	153275040	150948951	141270626	117058306	120603364	97971523	145445398	114668253	109525226	109403429	110820644
P48729	CSNK1A1	Casein_kinase_I_isoform_alpha_OS=Homo_sapiens_OX=9606	163705002	147789877	150773838	166700111	154531754	171596624	148614284	157664962	158011529	126475125	165555990	140262551	119122288	139550982	139775336	118441858	115200494	118009172
Q8TCT9	HM13	Minor_histocompatibility_antigen_H13_OS=Homo_sapiens_OX=9606	239611977	208165071	186192852	216974178	222417877	203792560	211572308	196804318	186816852	182741542	210689993	210980114	231451512	234264509	228706069	259629341	248911077	257059232
Q14746	COG2	Conserved_oligomeric_Golgi_complex_subunit_2_OS=Homo_sapiens_OX=9606	38302308	40297881	43726099	44367901	51471489	48422836	45209457	38923083	39762350	39900231	40054046	46482668	42054757	34309710	42042605	50516159	51364695	50720408
Q9UJ41	RABGEF1	Rab5_GDP/GTP_exchange_factor_OS=Homo_sapiens_OX=9606	37280351	24549203	41741194	36647143	33542253	42683132	22416300	25562909	25248414	46216552	36178516	41832905	42596350	39558202	34384179	37018809	45649081	43603166
Q9NW82	WDR70	WD_repeat-containing_protein_70_OS=Homo_sapiens_OX=9606	75633233	68178393	70166684	101130807	88757682	72563469	66185927	57447063	58727177	73750145	73618814	77620557	68829378	71591421	70149200	80143864	72010115	78707073
Q96G21	IMP4	U3_small_nucleolar_ribonucleoprotein_protein_IMP4_OS=Homo_sapiens_OX=9606	70125224	76869392	71144319	75117899	83129612	88448513	61159456	62594125	60670247	69812891	71061133	74740730	42271978	48571918	54067193	55309497	52922815	54171167
P80404	ABAT	"4-aminobutyrate_aminotransferase,_mitochondrial_OS=Homo_sapiens_OX=9606"	5073598	4915554	9605892	70298619	72428990	73525646	38148604	31424233	32205661	98208848	82622052	85561449	12062479	16511492	24610801	72333602	72978547	77188932
Q96QU8	XPO6	Exportin-6_OS=Homo_sapiens_OX=9606	36911657	31841073	31600623	33817432	41174717	37669029	60892686	35306541	38861190	41128750	36780220	30214844	32057969	51256719	29973751	28769393	31380769	30698002
Q96SU4	OSBPL9	Oxysterol-binding_protein-related_protein_9_OS=Homo_sapiens_OX=9606	99379851	98324515	103172373	93239492	95222121	100312887	123020158	112153507	113623368	112240059	88102062	100200214	104528580	112990590	108732859	112631198	109619530	108841732
Q96GX9	APIP	Methylthioribulose-1-phosphate_dehydratase_OS=Homo_sapiens_OX=9606	55287011	61003936	53366667	78482138	60672201	59121081	66063962	61599880	63046922	73494795	69157449	71922307	67314084	67563446	69320064	72125840	71346663	68302278
Q96KP1	EXOC2	Exocyst_complex_component_2_OS=Homo_sapiens_OX=9606	23089495	24176672	22864942	33629073	33671022	37168868	13835571	19086746	11466348	33129468	39603729	41336653	24691698	23894046	22395092	24351603	27526504	24946590
Q9NRN7	AASDHPPT	L-aminoadipate-semialdehyde_dehydrogenase-phosphopantetheinyl_transferase_OS=Homo_sapiens_OX=9606	132778425	142671815	145071183	147004205	141813898	146756247	156830995	146367238	145638844	149288490	156844295	141973014	107217150	103219068	102687264	109349707	118937113	109881751
P82650	MRPS22	"28S_ribosomal_protein_S22,_mitochondrial_OS=Homo_sapiens_OX=9606"	116153294	108835809	126575747	127519252	151743428	149896761	78686881	87360587	91838513	132397714	131317548	134802386	115143361	109855899	139310315	123453384	132677224	130367496
Q8NDX1	PSD4	PH_and_SEC7_domain-containing_protein_4_OS=Homo_sapiens_OX=9606	76861187	60801344	62022505	79135723	66378037	71434922	44778432	48837403	50677182	56446449	53722944	55141024	54947554	60845766	66691439	58786112	67782343	69391748
P35443	THBS4	Thrombospondin-4_OS=Homo_sapiens_OX=9606	22038017	34616616	19761449	34918404	23614538	24096602	24162134	22457902	27282216	26131719	25701665	17864648	45633547	28316927	23888820	24364787	18429491	19819178
Q9UKY7	CDV3	Protein_CDV3_homolog_OS=Homo_sapiens_OX=9606	35161602	37955594	37737173	23905555	16678519	22070428	62361342	67744042	71896866	27799836	29247407	29408421	38987345	41087805	44941656	30457837	29995174	31088042
Q5T653	MRPL2	"39S_ribosomal_protein_L2,_mitochondrial_OS=Homo_sapiens_OX=9606"	51829991	65117801	56366572	58917383	59817934	58300626	48147708	47211776	39734767	54653071	46860044	47853839	53900080	48607389	55711274	59868854	61397196	59608026
O95299	NDUFA10	"NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_10,_mitochondrial_OS=Homo_sapiens_OX=9606"	731970154	425359854	499206097	376339020	373329255	358804147	351355935	330775396	305763363	415558515	437976477	440289146	437612153	380349724	346665138	350793136	363725677	334348163
Q15018	ABRAXAS2	BRISC_complex_subunit_Abraxas_2_OS=Homo_sapiens_OX=9606	312685554	318860909	266257557	132982268	142892820	148880775	384221114	364441176	370214893	127071435	136164587	136228519	352924458	359599329	337647350	138045976	145573152	130172147
Q96GD4	AURKB	Aurora_kinase_B_OS=Homo_sapiens_OX=9606	51479478	64665581	66855507	79252867	63151287	66543825	44500032	32662453	41285127	54143853	57793753	59159761	37681151	37540195	32453030	26195719	31733202	23356903
Q9NRW7	VPS45	Vacuolar_protein_sorting-associated_protein_45_OS=Homo_sapiens_OX=9606	203987120	173041671	202247320	230497720	253554261	235121328	192118738	260190399	250009560	273553705	208537729	258958917	204219627	229002079	208776352	292981565	309537073	287464810
O96011	PEX11B	Peroxisomal_membrane_protein_11B_OS=Homo_sapiens_OX=9606	37588759	37905444	38820487	90574139	81540247	88130777	34086327	45799345	42844923	120359126	121516492	116857942	77108374	68308481	73989412	214836351	206837063	209363442
Q9BYD3	MRPL4	"39S_ribosomal_protein_L4,_mitochondrial_OS=Homo_sapiens_OX=9606"	39578659	87637809	81467263	122409541	94646469	98738333	52283992	82031253	91592627	189188693	202630920	187622825	74284491	40699540	67766428	86330260	77232327	75475109
O95292	VAPB	Vesicle-associated_membrane_protein-associated_protein_B/C_OS=Homo_sapiens_OX=9606	48173097	54592290	57910802	53464565	53470006	65591546	55920987	55440568	45792961	86961738	73894099	72925427	57200581	69944244	61341500	77496150	87449637	93598372
Q15120	PDK3	"[Pyruvate_dehydrogenase_(acetyl-transferring)]_kinase_isozyme_3,_mitochondrial_OS=Homo_sapiens_OX=9606"	66741151	71195913	61818594	82837715	87469332	87340096	61085462	63739076	69879932	66957731	75596444	71589500	82077578	85431848	77321022	105212441	102348793	104943819
Q9H7Z7	PTGES2	Prostaglandin_E_synthase_2_OS=Homo_sapiens_OX=9606	40799903	41668653	48657143	38891317	45999468	37058030	51282868	47925524	48766305	58772912	44045348	45914852	51021141	44457263	21188162	31663889	32346391	46406931
P21291	CSRP1	Cysteine_and_glycine-rich_protein_1_OS=Homo_sapiens_OX=9606	262487029	260945837	272765601	222995893	226777816	213294706	227423959	226239614	196587908	237921343	286193294	272268967	206588433	203823315	206357525	239347954	233861767	228399208
Q5VYS8	TUT7	Terminal_uridylyltransferase_7_OS=Homo_sapiens_OX=9606	76761576	86221822	94032239	65502557	67149694	80501408	60817190	61062550	57259198	66703748	71520445	66241003	74004504	60428191	52125990	33341489	82732543	33512870
Q9UKL0	RCOR1	REST_corepressor_1_OS=Homo_sapiens_OX=9606	41103455	62761381	44250943	66144770	40867678	60467606	45203367	68542444	50867279	38891361	44949064	43689245	47697164	46041642	46892409	39479556	34181189	36603164
Q96M27	PRRC1	Protein_PRRC1_OS=Homo_sapiens_OX=9606	73785446	71113301	72742824	69937608	58406666	69335825	85097753	83141279	78049613	74608089	80579274	84672552	128492242	88889283	98102520	92984844	90040188	89299477
Q9BQP7	MGME1	Mitochondrial_genome_maintenance_exonuclease_1_OS=Homo_sapiens_OX=9606	83220917	91710880	76626067	124360315	109725391	117502077	69588090	79379331	76356453	85316940	87407791	79674950	102498106	100943987	109038647	107878482	94709303	99474560
Q9H7B2	RPF2	Ribosome_production_factor_2_homolog_OS=Homo_sapiens_OX=9606	103820983	95234307	104817886	110029722	116284928	101431617	64289995	87978779	79670225	88609821	83528977	87321862	65174675	48030568	49933939	49919600	59936192	57552769
Q6YHU6	THADA	Thyroid_adenoma-associated_protein_OS=Homo_sapiens_OX=9606	11388436	14542327	12941442	17638166	21545250	13745988	8741904	10226834	3825642	17125654	14803782	16093240	6124230	7685137	12388600	9151202	9486226	11148984
Q9P015	MRPL15	"39S_ribosomal_protein_L15,_mitochondrial_OS=Homo_sapiens_OX=9606"	51025846	55441371	53931504	82042328	77666724	81283790	63478982	49703063	60529603	80281580	70699531	79844634	58414223	59800189	64549156	84498031	86925997	90768354
Q8IZ73	RPUSD2	RNA_pseudouridylate_synthase_domain-containing_protein_2_OS=Homo_sapiens_OX=9606	37739718	49716008	41940403	50449916	48018195	54813664	56915885	50411536	51416067	40471385	46869619	38374688	54178322	59435389	48799382	41130299	46034178	51082602
Q96P16	RPRD1A	Regulation_of_nuclear_pre-mRNA_domain-containing_protein_1A_OS=Homo_sapiens_OX=9606	32356703	38634576	47982212	48106539	48799388	47755936	36133441	31750696	41610927	49301924	52556757	57698979	26597404	39641139	36449437	36045961	39728903	41981735
Q13572	ITPK1	Inositol-tetrakisphosphate_1-kinase_OS=Homo_sapiens_OX=9606	462816	10000	363314	3473698	3536440	5204671	2738110	10000	969506	1326049	10000	10000	1268916	2141337	1277803	2382845	5015991	2698582
P40616	ARL1	ADP-ribosylation_factor-like_protein_1_OS=Homo_sapiens_OX=9606	174979604	201391604	159181783	173157945	146383482	150809610	143957951	149273053	149294800	133073515	146299510	160559236	152202907	177193868	181172106	140453461	134807896	137334476
Q8NCN5	PDPR	"Pyruvate_dehydrogenase_phosphatase_regulatory_subunit,_mitochondrial_OS=Homo_sapiens_OX=9606"	43820790	42052788	49677026	28882395	54659547	46146410	37949749	49118701	34409920	60308032	64392185	52520051	60576053	67118565	60252881	72783988	70223109	72034290
Q6ZRP7	QSOX2	Sulfhydryl_oxidase_2_OS=Homo_sapiens_OX=9606	46611381	49265927	49116684	52401702	52381145	57663197	55053765	56620039	61721202	57430408	56492867	50213626	67197224	72280967	85170109	67373292	81317923	81953974
Q8NI60	COQ8A	"Atypical_kinase_COQ8A,_mitochondrial_OS=Homo_sapiens_OX=9606"	39105473	37950670	43992350	60822818	59192087	56482609	33627077	36694985	53230236	55320958	40959943	43678547	45893722	50874715	60927058	65807129	73716565	59890566
P48382	RFX5	DNA-binding_protein_RFX5_OS=Homo_sapiens_OX=9606	33288564	28157912	39619370	35295893	38533321	38415023	17418488	20982354	22617220	34921298	28716983	38244553	25566390	25475463	23789921	42985017	53648121	49448100
P46778	RPL21	60S_ribosomal_protein_L21_OS=Homo_sapiens_OX=9606	904312146	992784188	981122273	1011673222	899730851	898037378	937484256	907701396	946081500	666653224	922569750	863941353	841200740	853223994	848351285	861652518	739179527	668167311
Q9ULK4	MED23	Mediator_of_RNA_polymerase_II_transcription_subunit_23_OS=Homo_sapiens_OX=9606	31679850	33323416	32220749	42003623	43219161	41689845	21780383	20740447	22303645	37023271	29753295	38683579	25790228	28605072	31502607	29043138	31107785	32776464
O95571	ETHE1	"Persulfide_dioxygenase_ETHE1,_mitochondrial_OS=Homo_sapiens_OX=9606"	107692597	11120802	5199813	5117791	6569142	6936509	145175238	7788287	153987550	13864853	15899519	108556145	5106517	5510538	3496930	96279303	5512955	6568003
Q9H974	QTRT2	Queuine_tRNA-ribosyltransferase_accessory_subunit_2_OS=Homo_sapiens_OX=9606	26884680	30978306	31783815	40161462	45317785	45389007	19971990	22933640	22412884	33727369	27622159	31190660	25403917	21511303	26924836	21580169	33003127	21867009
P43005	SLC1A1	Excitatory_amino_acid_transporter_3_OS=Homo_sapiens_OX=9606	65418633	85457345	80499920	59508069	62501462	56735950	47678842	41684398	29936850	45809701	54418878	36542398	58559912	55851409	66563105	45303175	57258121	58169878
Q9NYK5	MRPL39	"39S_ribosomal_protein_L39,_mitochondrial_OS=Homo_sapiens_OX=9606"	158756103	188888198	171904832	291418444	310250489	325136261	128649474	115477565	128299766	230993166	227716200	220785758	145254265	127268191	143916715	247948321	264300659	270696721
O14562	UBFD1	Ubiquitin_domain-containing_protein_UBFD1_OS=Homo_sapiens_OX=9606	169399560	147979452	143929090	143213869	167663746	159537519	175130750	166749570	154919304	157048320	211409748	189516997	109539148	100830823	98449091	184058854	197625230	183474648
P61421	ATP6V0D1	V-type_proton_ATPase_subunit_d_1_OS=Homo_sapiens_OX=9606	50286740	56506624	49593653	85740516	83573944	84672226	42305739	44895681	39247998	87381962	91536794	89125828	43803227	42877983	45662214	101222410	92935161	91968699
Q86XI2	NCAPG2	Condensin-2_complex_subunit_G2_OS=Homo_sapiens_OX=9606	50768001	53057281	52205964	51197123	57693408	61052005	49023766	51862848	51605436	58390191	61432359	52256446	57280643	49924301	47686618	49450676	40072208	36333038
P50749	RASSF2	Ras_association_domain-containing_protein_2_OS=Homo_sapiens_OX=9606	463616188	545552817	498965012	518049117	423516005	468163244	476690484	495653668	526667805	495653897	521121694	499984988	556986807	481792402	497255648	439364201	448562341	419525813
Q9BXK5	BCL2L13	Bcl-2-like_protein_13_OS=Homo_sapiens_OX=9606	56913366	49192411	51483441	29408711	35492665	32755026	43123453	51963435	60548563	58368909	83244446	66719944	48582946	66917760	53943855	68689975	81658529	73286894
Q15629	TRAM1	Translocating_chain-associated_membrane_protein_1_OS=Homo_sapiens_OX=9606	128341437	136620912	134025531	119867032	110426466	125718272	139744111	114078884	145638999	159559203	174556560	177318293	214653255	175788527	215598139	257472057	253581481	270648816
